customer_id,profile,subscription_months,successful_payments,failed_payments,avg_delay_days,reminder_success_rate,monthly_amount
C00549,occasionally_late,20,18,2,3.01,0.7,499
C00550,occasionally_late,24,21,3,3.22,0.45,499
C00551,reliable,10,10,0,0.91,0.81,499
C00552,reliable,6,5,1,0.08,0.99,499
C00553,frequent_failure,6,3,3,5.72,0.22,499
C00554,occasionally_late,17,16,1,3.31,0.6,499
C00555,frequent_failure,9,6,3,4.84,0.46,499
C00556,frequent_failure,4,3,1,4.24,0.4,499
C00557,reliable,33,33,0,0.78,0.83,499
C00558,frequent_failure,15,11,4,5.51,0.17,499
C00559,churn_risk,1,0,1,9.1,0.21,499
C00560,reliable,21,20,1,0.79,0.98,499
C00561,occasionally_late,18,16,2,1.33,0.55,499
C00562,reliable,29,29,0,0.25,0.92,499
C00563,frequent_failure,15,12,3,7.57,0.48,499
C00564,reliable,15,14,1,0.23,0.8,499
C00565,reliable,18,17,1,0.19,0.96,499
C00566,frequent_failure,18,14,4,5.2,0.36,499
C00567,occasionally_late,16,14,2,2.15,0.62,499
C00568,occasionally_late,24,22,2,3.2,0.63,499
C00569,reliable,22,22,0,0.73,0.96,499
C00570,occasionally_late,22,21,1,2.56,0.66,499
C00571,reliable,27,26,1,0.34,0.92,499
C00572,churn_risk,9,4,5,9.29,0.19,499
C00573,occasionally_late,4,4,0,1.98,0.64,499
C00574,reliable,20,20,0,0.61,0.74,499
C00575,reliable,31,29,2,0.11,0.93,499
C00576,frequent_failure,9,8,1,3.09,0.43,499
C00577,reliable,20,17,3,0.22,0.91,499
C00578,occasionally_late,12,9,3,3.51,0.74,499
C00579,reliable,24,23,1,0.53,0.85,499
C00580,reliable,20,18,2,0.08,0.82,499
C00581,churn_risk,2,1,1,13.77,0.15,499
C00582,churn_risk,4,3,1,5.74,0.14,499
C00583,reliable,34,33,1,0.32,0.77,499
C00584,reliable,32,32,0,0.37,0.81,499
C00585,reliable,32,31,1,0.83,0.95,499
C00586,occasionally_late,5,4,1,2.65,0.47,499
C00587,occasionally_late,8,6,2,2.05,0.69,499
C00588,reliable,24,24,0,0.74,0.75,499
C00589,frequent_failure,19,13,6,6.03,0.3,499
C00590,frequent_failure,12,9,3,5.07,0.4,499
C00591,occasionally_late,11,9,2,3.58,0.75,499
C00592,occasionally_late,19,16,3,3.09,0.58,499
C00593,occasionally_late,20,15,5,3.08,0.54,499
C00594,occasionally_late,4,4,0,3.48,0.61,499
C00595,occasionally_late,10,8,2,2.99,0.74,499
C00596,frequent_failure,8,7,1,6.87,0.41,499
C00597,reliable,10,10,0,0.03,0.96,499
C00598,occasionally_late,17,12,5,1.97,0.76,499
C00599,reliable,34,32,2,0.67,0.73,499
C00600,frequent_failure,8,6,2,7.99,0.26,499
C00601,frequent_failure,12,10,2,5.33,0.35,499
C00602,reliable,8,8,0,0.36,0.94,499
C00603,reliable,21,19,2,0.02,0.71,499
C00604,occasionally_late,7,6,1,3.51,0.67,499
C00605,occasionally_late,24,20,4,2.17,0.47,499
C00606,occasionally_late,5,4,1,2.17,0.53,499
C00607,churn_risk,2,0,2,10.28,0.1,499
C00608,churn_risk,4,2,2,9.61,0.28,499
C00609,churn_risk,2,0,2,13.64,0.08,499
C00610,occasionally_late,12,10,2,3.92,0.47,499
C00611,occasionally_late,10,9,1,1.54,0.7,499
C00612,occasionally_late,17,15,2,1.06,0.72,499
C00613,occasionally_late,15,13,2,3.06,0.77,499
C00614,churn_risk,2,1,1,7.77,0.28,499
C00615,occasionally_late,11,10,1,3.11,0.47,499
C00616,churn_risk,4,1,3,13.83,0.21,499
C00617,frequent_failure,17,9,8,4.88,0.43,499
C00618,reliable,24,22,2,0.9,0.89,499
C00619,reliable,36,34,2,0.13,0.8,499
C00620,reliable,22,21,1,0.94,0.73,499
C00621,reliable,17,16,1,0.47,0.72,499
C00622,reliable,20,18,2,0.97,0.93,499
C00623,reliable,29,29,0,0.21,0.89,499
C00624,reliable,15,15,0,0.36,0.9,499
C00625,reliable,27,22,5,0.78,0.72,499
C00626,reliable,27,25,2,0.3,0.87,499
C00627,reliable,11,11,0,0.3,0.79,499
C00628,reliable,28,27,1,0.46,0.79,499
C00629,reliable,29,28,1,0.19,0.8,499
C00630,churn_risk,1,1,0,8.14,0.18,499
C00631,churn_risk,9,4,5,5.16,0.18,499
C00632,occasionally_late,15,11,4,3.51,0.58,499
C00633,reliable,28,25,3,0.42,0.85,499
C00634,frequent_failure,19,15,4,5.84,0.35,499
C00635,occasionally_late,7,6,1,3.8,0.71,499
C00636,reliable,29,29,0,0.28,0.77,499
C00637,frequent_failure,8,5,3,5.86,0.2,499
C00638,frequent_failure,5,3,2,4.69,0.41,499
C00639,reliable,25,22,3,0.22,0.77,499
C00640,reliable,27,27,0,0.62,0.88,499
C00641,reliable,22,22,0,0.46,0.81,499
C00642,reliable,23,19,4,0.94,0.88,499
C00643,frequent_failure,15,12,3,5.33,0.42,499
C00644,reliable,23,22,1,0.7,0.98,499
C00645,occasionally_late,21,20,1,1.09,0.52,499
C00646,occasionally_late,23,21,2,2.4,0.72,499
C00647,occasionally_late,4,3,1,3.79,0.8,499
C00648,frequent_failure,18,16,2,3.25,0.4,499
C00649,occasionally_late,11,10,1,3.09,0.66,499
C00650,reliable,12,12,0,0.77,0.77,499
C00651,occasionally_late,9,8,1,1.95,0.71,499
C00652,reliable,22,20,2,0.35,0.71,499
C00653,occasionally_late,22,20,2,2.79,0.68,499
C00654,reliable,11,11,0,0.88,0.92,499
C00655,reliable,31,30,1,0.68,0.86,499
C00656,reliable,24,24,0,0.34,0.72,499
C00657,reliable,23,19,4,0.54,1.0,499
C00658,reliable,11,11,0,0.09,0.75,499
C00659,reliable,19,19,0,0.91,0.76,499
C00660,reliable,14,12,2,0.75,0.87,499
C00661,frequent_failure,18,13,5,5.31,0.45,499
C00662,occasionally_late,21,16,5,3.73,0.56,499
C00663,reliable,30,27,3,0.94,0.88,499
C00664,frequent_failure,3,3,0,6.41,0.48,499
C00665,occasionally_late,24,23,1,2.17,0.57,499
C00666,reliable,28,26,2,0.93,0.95,499
C00667,occasionally_late,6,6,0,2.68,0.78,499
C00668,reliable,10,10,0,0.08,0.81,499
C00669,occasionally_late,8,8,0,2.78,0.71,499
C00670,occasionally_late,15,14,1,1.52,0.65,499
C00671,churn_risk,6,2,4,12.94,0.06,499
C00672,reliable,7,7,0,0.05,0.91,499
C00673,reliable,20,18,2,0.14,0.91,499
C00674,occasionally_late,9,9,0,3.38,0.51,499
C00675,occasionally_late,16,13,3,2.4,0.62,499
C00676,reliable,20,19,1,0.58,0.93,499
C00677,reliable,29,26,3,0.12,0.98,499
C00678,occasionally_late,18,15,3,2.22,0.51,499
C00679,churn_risk,1,0,1,13.45,0.11,499
C00680,occasionally_late,14,14,0,3.08,0.68,499
C00681,occasionally_late,19,16,3,1.96,0.6,499
C00682,churn_risk,3,1,2,9.13,0.22,499
C00683,reliable,20,18,2,0.56,0.71,499
C00684,reliable,31,31,0,0.88,0.87,499
C00685,occasionally_late,14,14,0,1.94,0.74,499
C00686,reliable,12,11,1,0.63,0.82,499
C00687,occasionally_late,8,5,3,2.19,0.61,499
C00688,occasionally_late,9,6,3,1.71,0.49,499
C00689,occasionally_late,13,11,2,2.45,0.63,499
C00690,occasionally_late,19,15,4,2.68,0.74,499
C00691,occasionally_late,7,6,1,1.63,0.75,499
C00692,reliable,6,4,2,0.78,0.78,499
C00693,reliable,33,33,0,0.46,0.83,499
C00694,reliable,15,14,1,0.22,0.79,499
C00695,reliable,33,32,1,0.57,0.83,499
C00696,occasionally_late,17,14,3,1.3,0.46,499
C00697,occasionally_late,5,3,2,1.7,0.74,499
C00698,reliable,22,22,0,0.87,0.98,499
C00699,reliable,16,15,1,0.01,0.96,499
C00700,churn_risk,9,4,5,8.06,0.06,499
C00701,reliable,12,12,0,0.06,0.86,499
C00702,frequent_failure,17,12,5,3.97,0.18,499
C00703,reliable,36,34,2,0.23,0.95,499
C00704,reliable,33,33,0,0.63,0.79,499
C00705,reliable,12,12,0,0.49,0.83,499
C00706,reliable,19,19,0,0.22,0.76,499
C00707,churn_risk,4,1,3,8.47,0.15,499
C00708,reliable,27,27,0,0.39,0.91,499
C00709,occasionally_late,7,7,0,3.69,0.55,499
C00710,reliable,11,10,1,0.79,0.74,499
C00711,reliable,10,10,0,0.74,0.81,499
C00712,reliable,7,7,0,0.44,0.85,499
C00713,reliable,36,35,1,0.58,0.96,499
C00714,reliable,7,7,0,0.45,0.89,499
C00715,occasionally_late,19,16,3,3.8,0.69,499
C00716,occasionally_late,7,6,1,2.57,0.54,499
C00717,reliable,6,6,0,0.78,0.94,499
C00718,occasionally_late,22,19,3,3.94,0.69,499
C00719,reliable,15,15,0,0.94,0.93,499
C00720,reliable,25,24,1,0.77,0.77,499
C00721,reliable,18,17,1,0.65,0.78,499
C00722,reliable,30,29,1,0.04,0.92,499
C00723,reliable,7,7,0,0.13,0.71,499
C00724,frequent_failure,18,14,4,6.16,0.3,499
C00725,reliable,32,29,3,0.81,0.82,499
C00726,occasionally_late,23,22,1,2.5,0.47,499
C00727,occasionally_late,17,12,5,3.59,0.5,499
C00728,churn_risk,6,2,4,11.98,0.28,499
C00729,occasionally_late,7,5,2,2.74,0.54,499
C00730,reliable,10,10,0,0.63,0.88,499
C00731,occasionally_late,19,17,2,3.51,0.49,499
C00732,frequent_failure,19,15,4,7.59,0.38,499
C00733,reliable,13,13,0,0.3,0.97,499
C00734,reliable,33,31,2,0.01,0.86,499
C00735,churn_risk,3,1,2,10.53,0.25,499
C00736,occasionally_late,8,8,0,1.72,0.48,499
C00737,reliable,16,16,0,0.98,0.82,499
C00738,reliable,25,24,1,0.81,0.8,499
C00739,reliable,34,32,2,0.59,0.91,499
C00740,occasionally_late,8,6,2,3.08,0.7,499
C00741,frequent_failure,8,5,3,6.9,0.39,499
C00742,reliable,20,20,0,0.85,0.76,499
C00743,churn_risk,3,3,0,10.86,0.19,499
C00744,reliable,12,12,0,0.47,0.72,499
C00745,reliable,16,16,0,0.5,0.91,499
C00746,reliable,15,15,0,0.98,0.86,499
C00747,frequent_failure,9,5,4,5.33,0.22,499
C00748,occasionally_late,14,9,5,2.59,0.71,499
C00749,churn_risk,6,2,4,14.67,0.21,499
C00750,occasionally_late,14,13,1,2.65,0.73,499
C00751,occasionally_late,22,20,2,1.5,0.47,499
C00752,reliable,19,17,2,0.4,0.73,499
C00753,reliable,15,15,0,0.62,0.84,499
C00754,reliable,30,29,1,0.65,0.99,499
C00755,reliable,12,12,0,0.11,0.96,499
C00756,reliable,33,33,0,0.73,0.76,499
C00757,occasionally_late,21,16,5,2.73,0.57,499
C00758,occasionally_late,14,13,1,3.72,0.59,499
C00759,reliable,20,19,1,0.37,0.88,499
C00760,reliable,21,20,1,0.83,0.72,499
C00761,occasionally_late,7,7,0,1.83,0.78,499
C00762,frequent_failure,15,11,4,6.02,0.43,499
C00763,reliable,35,31,4,0.67,0.84,499
C00764,churn_risk,11,7,4,13.74,0.05,499
C00765,occasionally_late,24,23,1,2.93,0.58,499
C00766,occasionally_late,14,11,3,3.26,0.77,499
C00767,reliable,16,14,2,0.59,0.81,499
C00768,occasionally_late,15,15,0,2.4,0.61,499
C00769,reliable,36,34,2,0.61,0.77,499
C00770,occasionally_late,16,14,2,3.47,0.73,499
C00771,frequent_failure,9,8,1,6.13,0.15,499
C00772,occasionally_late,18,13,5,2.16,0.75,499
C00773,frequent_failure,10,9,1,3.73,0.33,499
C00774,reliable,28,28,0,0.99,0.76,499
C00775,reliable,12,12,0,0.04,0.76,499
C00776,occasionally_late,4,4,0,2.77,0.61,499
C00777,churn_risk,9,7,2,6.23,0.18,499
C00778,reliable,16,14,2,0.73,0.71,499
C00779,reliable,33,32,1,0.0,0.9,499
C00780,reliable,20,20,0,0.65,0.87,499
C00781,churn_risk,3,0,3,10.5,0.29,499
C00782,reliable,10,10,0,0.18,0.94,499
C00783,occasionally_late,21,18,3,3.34,0.6,499
C00784,occasionally_late,22,16,6,1.72,0.76,499
C00785,reliable,14,14,0,0.74,0.88,499
C00786,reliable,17,15,2,0.42,0.87,499
C00787,frequent_failure,19,12,7,7.45,0.38,499
C00788,occasionally_late,19,19,0,3.31,0.8,499
C00789,occasionally_late,24,22,2,1.38,0.59,499
C00790,reliable,28,27,1,0.42,0.81,499
C00791,occasionally_late,4,4,0,1.6,0.56,499
C00792,reliable,20,20,0,0.35,0.93,499
C00793,reliable,14,13,1,0.41,0.76,499
C00794,reliable,22,22,0,0.26,0.83,499
C00795,occasionally_late,21,20,1,3.72,0.53,499
C00796,reliable,7,7,0,0.17,0.84,499
C00797,occasionally_late,20,17,3,1.38,0.54,499
C00798,reliable,22,20,2,0.58,0.97,499
C00799,frequent_failure,18,15,3,4.28,0.26,499
C00800,reliable,13,13,0,0.31,0.87,499
C00801,reliable,14,14,0,0.09,0.75,499
C00802,reliable,33,33,0,0.36,0.88,499
C00803,frequent_failure,15,11,4,7.66,0.16,499
C00804,frequent_failure,7,3,4,6.32,0.39,499
C00805,churn_risk,10,7,3,6.33,0.21,499
C00806,reliable,35,33,2,0.22,0.74,499
C00807,occasionally_late,15,13,2,3.74,0.46,499
C00808,occasionally_late,10,9,1,2.94,0.78,499
C00809,frequent_failure,14,11,3,3.91,0.49,499
C00810,occasionally_late,9,8,1,1.44,0.52,499
C00811,occasionally_late,22,17,5,3.76,0.73,499
C00812,frequent_failure,14,6,8,7.23,0.21,499
C00813,reliable,24,21,3,0.9,0.78,499
C00814,reliable,21,18,3,0.88,0.79,499
C00815,frequent_failure,4,2,2,7.56,0.18,499
C00816,reliable,28,28,0,0.65,0.85,499
C00817,reliable,8,8,0,0.01,0.83,499
C00818,occasionally_late,10,9,1,3.44,0.78,499
C00819,frequent_failure,11,6,5,5.99,0.18,499
C00820,occasionally_late,6,6,0,1.16,0.7,499
C00821,frequent_failure,14,10,4,7.1,0.39,499
C00822,reliable,10,9,1,0.6,0.84,499
C00823,frequent_failure,17,12,5,7.19,0.38,499
C00824,reliable,22,22,0,0.14,0.88,499
C00825,reliable,20,19,1,0.68,0.89,499
C00826,reliable,20,19,1,0.13,0.99,499
C00827,churn_risk,4,2,2,14.76,0.14,499
C00828,reliable,7,7,0,0.46,0.71,499
C00829,reliable,19,17,2,0.25,0.72,499
C00830,occasionally_late,23,19,4,3.36,0.52,499
C00831,occasionally_late,20,16,4,1.83,0.47,499
C00832,occasionally_late,9,9,0,3.54,0.54,499
C00833,reliable,10,10,0,0.42,0.77,499
C00834,churn_risk,6,1,5,6.68,0.08,499
C00835,occasionally_late,4,4,0,3.12,0.56,499
C00836,reliable,32,32,0,0.72,0.73,499
C00837,churn_risk,2,2,0,6.9,0.06,499
C00838,frequent_failure,15,8,7,6.43,0.44,499
C00839,frequent_failure,4,1,3,7.94,0.32,499
C00840,frequent_failure,3,2,1,4.99,0.45,499
C00841,occasionally_late,12,10,2,2.21,0.53,499
C00842,reliable,29,29,0,0.99,0.99,499
C00843,occasionally_late,10,9,1,2.67,0.55,499
C00844,reliable,27,25,2,0.81,0.92,499
C00845,frequent_failure,18,11,7,7.97,0.26,499
C00846,frequent_failure,5,2,3,3.62,0.17,499
C00847,reliable,25,23,2,0.12,0.75,499
C00848,occasionally_late,19,17,2,3.56,0.45,499
C00849,frequent_failure,12,5,7,3.07,0.43,499
C00850,occasionally_late,15,13,2,2.13,0.59,499
C00851,reliable,24,22,2,0.19,0.83,499
C00852,occasionally_late,12,12,0,1.47,0.64,499
C00853,reliable,18,18,0,0.95,0.76,499
C00854,churn_risk,1,0,1,6.79,0.15,499
C00855,reliable,28,26,2,0.51,0.89,499
C00856,reliable,8,6,2,0.19,0.74,499
C00857,churn_risk,3,2,1,11.97,0.28,499
C00858,occasionally_late,23,19,4,2.07,0.5,499
C00859,frequent_failure,19,13,6,7.84,0.38,499
C00860,churn_risk,9,6,3,12.59,0.23,499
C00861,reliable,31,31,0,0.11,0.97,499
C00862,occasionally_late,4,4,0,3.18,0.58,499
C00863,reliable,29,27,2,0.3,0.73,499
C00864,reliable,30,30,0,0.81,0.8,499
C00865,occasionally_late,11,10,1,1.72,0.61,499
C00866,reliable,22,22,0,0.17,0.97,499
C00867,reliable,22,22,0,0.0,0.85,499
C00868,occasionally_late,15,15,0,1.77,0.61,499
C00869,occasionally_late,23,19,4,3.07,0.54,499
C00870,frequent_failure,5,3,2,7.55,0.35,499
C00871,frequent_failure,5,3,2,7.24,0.28,499
C00872,churn_risk,7,3,4,10.45,0.06,499
C00873,reliable,30,28,2,0.67,0.84,499
C00874,reliable,21,21,0,0.66,0.77,499
C00875,occasionally_late,4,2,2,2.45,0.53,499
C00876,occasionally_late,14,9,5,3.42,0.55,499
C00877,occasionally_late,17,16,1,2.34,0.49,499
C00878,reliable,7,7,0,0.36,0.8,499
C00879,reliable,7,7,0,0.73,0.88,499
C00880,frequent_failure,6,4,2,4.55,0.48,499
C00881,reliable,9,9,0,0.33,0.94,499
C00882,reliable,12,11,1,0.58,0.76,499
C00883,reliable,12,12,0,0.18,0.83,499
C00884,occasionally_late,8,7,1,1.42,0.55,499
C00885,occasionally_late,14,12,2,3.79,0.71,499
C00886,reliable,15,15,0,0.53,0.78,499
C00887,occasionally_late,20,19,1,3.43,0.62,499
C00888,reliable,7,7,0,0.62,0.99,499
C00889,churn_risk,1,0,1,6.84,0.13,499
C00890,reliable,17,16,1,0.53,0.8,499
C00891,reliable,25,24,1,0.77,0.82,499
C00892,frequent_failure,14,10,4,7.66,0.47,499
C00893,reliable,11,9,2,0.86,0.79,499
C00894,reliable,11,11,0,0.74,0.85,499
C00895,churn_risk,8,5,3,7.81,0.16,499
C00896,frequent_failure,14,9,5,3.97,0.33,499
C00897,reliable,31,30,1,0.79,0.82,499
C00898,reliable,36,36,0,0.44,0.95,499
C00899,reliable,7,7,0,0.86,0.8,499
C00900,reliable,13,13,0,0.37,0.73,499
C00901,churn_risk,10,5,5,10.17,0.12,499
C00902,frequent_failure,7,6,1,4.01,0.24,499
C00903,reliable,7,7,0,0.49,0.97,499
C00904,occasionally_late,16,16,0,1.66,0.63,499
C00905,frequent_failure,4,3,1,7.82,0.28,499
C00906,reliable,10,10,0,0.85,0.8,499
C00907,occasionally_late,12,9,3,3.64,0.68,499
C00908,occasionally_late,24,21,3,3.53,0.62,499
C00909,reliable,8,8,0,0.18,0.93,499
C00910,reliable,31,30,1,1.0,0.84,499
C00911,reliable,12,11,1,0.13,0.76,499
C00912,reliable,21,20,1,0.32,0.7,499
C00913,reliable,6,6,0,0.54,0.97,499
C00914,frequent_failure,7,4,3,3.93,0.31,499
C00915,frequent_failure,13,7,6,4.38,0.27,499
C00916,frequent_failure,12,10,2,4.18,0.26,499
C00917,reliable,15,14,1,0.98,0.89,499
C00918,churn_risk,2,0,2,9.35,0.27,499
C00919,churn_risk,9,5,4,12.56,0.15,499
C00920,reliable,20,20,0,0.92,0.77,499
C00921,reliable,31,30,1,0.95,0.96,499
C00922,occasionally_late,20,19,1,3.39,0.48,499
C00923,occasionally_late,5,4,1,1.39,0.73,499
C00924,frequent_failure,18,12,6,5.51,0.47,499
C00925,occasionally_late,18,16,2,2.33,0.78,499
C00926,reliable,8,8,0,0.08,0.96,499
C00927,reliable,28,28,0,0.73,0.96,499
C00928,reliable,25,25,0,0.97,0.85,499
C00929,reliable,18,17,1,0.62,0.75,499
C00930,occasionally_late,22,20,2,1.68,0.51,499
C00931,churn_risk,5,5,0,9.57,0.13,499
C00932,reliable,15,15,0,0.98,0.72,499
C00933,occasionally_late,10,10,0,3.3,0.48,499
C00934,reliable,35,35,0,0.61,0.83,499
C00935,frequent_failure,3,2,1,6.05,0.35,499
C00936,churn_risk,10,5,5,14.09,0.25,499
C00937,churn_risk,8,5,3,5.51,0.19,499
C00938,reliable,26,25,1,0.28,0.78,499
C00939,churn_risk,3,2,1,8.92,0.16,499
C00940,reliable,18,18,0,0.32,0.73,499
C00941,churn_risk,7,3,4,7.59,0.14,499
C00942,occasionally_late,22,14,8,1.27,0.51,499
C00943,occasionally_late,20,18,2,2.6,0.69,499
C00944,reliable,23,23,0,0.54,0.86,499
C00945,reliable,11,11,0,0.06,0.95,499
C00946,reliable,29,27,2,0.52,1.0,499
C00947,reliable,29,29,0,0.01,0.97,499
C00948,reliable,33,32,1,0.79,0.87,499
C00949,frequent_failure,3,3,0,6.75,0.23,499
C00950,reliable,12,11,1,0.45,0.99,499
C00951,frequent_failure,9,4,5,4.22,0.31,499
C00952,occasionally_late,7,6,1,2.37,0.59,499
C00953,reliable,36,34,2,0.55,0.85,499
C00954,frequent_failure,14,13,1,3.87,0.24,499
C00955,reliable,28,28,0,0.39,0.81,499
C00956,reliable,10,10,0,0.01,0.93,499
C00957,frequent_failure,17,11,6,7.92,0.23,499
C00958,occasionally_late,10,8,2,1.19,0.66,499
C00959,reliable,17,17,0,0.81,0.83,499
C00960,churn_risk,6,2,4,5.73,0.1,499
C00961,occasionally_late,5,5,0,1.87,0.53,499
C00962,reliable,15,14,1,0.51,0.74,499
C00963,frequent_failure,5,4,1,4.21,0.17,499
C00964,reliable,17,17,0,0.09,0.92,499
C00965,occasionally_late,7,7,0,1.18,0.7,499
C00966,reliable,25,25,0,0.87,0.83,499
C00967,frequent_failure,14,11,3,6.46,0.5,499
C00968,occasionally_late,15,13,2,2.37,0.59,499
C00969,occasionally_late,6,4,2,2.0,0.65,499
C00970,occasionally_late,13,11,2,2.33,0.46,499
C00971,reliable,11,11,0,0.5,0.8,499
C00972,reliable,12,12,0,0.46,0.75,499
C00973,occasionally_late,9,7,2,3.3,0.49,499
C00974,frequent_failure,7,5,2,4.33,0.43,499
C00975,frequent_failure,7,6,1,4.46,0.34,499
C00976,occasionally_late,21,19,2,1.31,0.65,499
C00977,occasionally_late,16,12,4,1.32,0.68,499
C00978,frequent_failure,15,13,2,4.29,0.2,499
C00979,reliable,28,26,2,0.97,0.84,499
C00980,occasionally_late,22,19,3,2.39,0.73,499
C00981,occasionally_late,9,5,4,3.18,0.74,499
C00982,churn_risk,11,7,4,11.81,0.27,499
C00983,occasionally_late,10,9,1,3.26,0.66,499
C00984,reliable,35,33,2,0.46,0.72,499
C00985,reliable,34,29,5,0.28,0.82,499
C00986,reliable,21,20,1,0.48,0.81,499
C00987,occasionally_late,9,8,1,1.17,0.57,499
C00988,reliable,21,20,1,0.87,0.97,499
C00989,reliable,26,24,2,0.74,0.85,499
C00990,reliable,30,29,1,0.24,0.87,499
C00991,reliable,24,23,1,0.02,0.92,499
C00992,occasionally_late,21,17,4,2.64,0.48,499
C00993,occasionally_late,19,13,6,1.57,0.59,499
C00994,reliable,34,33,1,0.05,0.87,499
C00995,reliable,14,14,0,0.99,0.99,499
C00996,reliable,33,32,1,0.74,0.9,499
C00997,reliable,32,30,2,0.31,0.93,499
C00998,reliable,15,15,0,0.11,0.94,499
C00999,occasionally_late,5,4,1,2.98,0.73,499
C01000,reliable,29,26,3,0.64,0.79,499
C01001,reliable,35,35,0,0.79,0.93,499
C01002,occasionally_late,16,12,4,1.64,0.5,499
C01003,occasionally_late,19,15,4,3.26,0.54,499
C01004,occasionally_late,5,4,1,3.26,0.56,499
C01005,reliable,15,15,0,0.98,0.97,499
C01006,frequent_failure,9,7,2,4.33,0.46,499
C01007,occasionally_late,12,10,2,1.67,0.64,499
C01008,reliable,18,18,0,0.19,0.79,499
C01009,reliable,30,29,1,0.51,0.73,499
C01010,reliable,18,17,1,0.1,0.75,499
C01011,frequent_failure,18,11,7,5.69,0.39,499
C01012,occasionally_late,10,9,1,1.52,0.6,499
C01013,reliable,36,33,3,0.16,0.91,499
C01014,churn_risk,3,2,1,6.32,0.27,499
C01015,reliable,32,30,2,0.38,0.89,499
C01016,reliable,8,7,1,0.1,0.83,499
C01017,churn_risk,10,4,6,7.53,0.07,499
C01018,churn_risk,2,0,2,7.57,0.23,499
C01019,reliable,23,20,3,0.1,0.97,499
C01020,churn_risk,2,0,2,6.07,0.05,499
C01021,reliable,31,31,0,0.81,0.72,499
C01022,occasionally_late,23,21,2,2.51,0.73,499
C01023,churn_risk,9,7,2,12.34,0.18,499
C01024,frequent_failure,11,8,3,7.91,0.37,499
C01025,reliable,17,17,0,0.05,0.71,499
C01026,occasionally_late,15,13,2,1.73,0.56,499
C01027,reliable,15,14,1,0.17,0.81,499
C01028,reliable,11,10,1,0.3,0.71,499
C01029,frequent_failure,8,5,3,5.98,0.46,499
C01030,occasionally_late,10,10,0,1.46,0.67,499
C01031,occasionally_late,24,22,2,1.63,0.71,499
C01032,occasionally_late,18,15,3,3.55,0.75,499
C01033,frequent_failure,10,7,3,7.73,0.37,499
C01034,occasionally_late,21,20,1,2.27,0.7,499
C01035,occasionally_late,18,15,3,2.15,0.51,499
C01036,reliable,26,23,3,0.42,0.78,499
C01037,occasionally_late,4,4,0,1.61,0.67,499
C01038,churn_risk,10,4,6,6.31,0.12,499
C01039,churn_risk,10,3,7,10.86,0.17,499
C01040,reliable,34,33,1,0.83,0.84,499
C01041,churn_risk,6,4,2,9.57,0.09,499
C01042,reliable,15,14,1,0.22,0.75,499
C01043,churn_risk,3,0,3,6.25,0.15,499
C01044,frequent_failure,18,13,5,6.57,0.3,499
C01045,churn_risk,3,1,2,12.18,0.24,499
C01046,occasionally_late,21,20,1,2.53,0.46,499
C01047,reliable,27,26,1,0.68,0.76,499
C01048,reliable,33,33,0,0.93,0.81,499
C01049,occasionally_late,22,18,4,1.02,0.69,499
C01050,reliable,8,8,0,0.74,0.71,499
C01051,occasionally_late,21,19,2,3.31,0.73,499
C01052,churn_risk,6,3,3,5.37,0.07,499
C01053,occasionally_late,23,21,2,3.44,0.53,499
C01054,churn_risk,5,4,1,14.52,0.06,499
C01055,occasionally_late,4,4,0,2.2,0.79,499
C01056,occasionally_late,5,4,1,1.04,0.47,499
C01057,reliable,25,25,0,0.46,0.85,499
C01058,occasionally_late,5,3,2,1.63,0.56,499
C01059,occasionally_late,8,4,4,2.84,0.51,499
C01060,occasionally_late,8,8,0,1.8,0.46,499
C01061,occasionally_late,23,22,1,2.36,0.71,499
C01062,occasionally_late,19,16,3,2.25,0.75,499
C01063,reliable,35,34,1,0.87,0.74,499
C01064,reliable,18,18,0,0.9,0.91,499
C01065,reliable,21,19,2,0.87,0.74,499
C01066,occasionally_late,19,15,4,1.35,0.61,499
C01067,occasionally_late,4,2,2,3.81,0.63,499
C01068,occasionally_late,23,18,5,3.39,0.57,499
C01069,reliable,6,6,0,0.4,0.8,499
C01070,occasionally_late,9,9,0,2.46,0.57,499
C01071,reliable,26,26,0,0.78,0.75,499
C01072,reliable,12,12,0,0.54,0.87,499
C01073,reliable,23,22,1,0.28,0.76,499
C01074,reliable,30,30,0,0.71,0.71,499
C01075,frequent_failure,3,2,1,7.73,0.47,499
C01076,reliable,30,29,1,0.87,0.81,499
C01077,reliable,36,36,0,0.27,0.86,499
C01078,reliable,29,25,4,0.98,0.81,499
C01079,occasionally_late,21,20,1,2.48,0.61,499
C01080,occasionally_late,22,18,4,1.33,0.58,499
C01081,frequent_failure,9,7,2,4.5,0.2,499
C01082,reliable,20,18,2,0.19,0.79,499
C01083,occasionally_late,21,19,2,3.55,0.64,499
C01084,churn_risk,8,3,5,12.83,0.09,499
C01085,reliable,8,8,0,0.17,0.9,499
C01086,occasionally_late,14,14,0,3.23,0.7,499
C01087,frequent_failure,14,13,1,6.65,0.46,499
C01088,reliable,30,30,0,0.06,0.74,499
C01089,occasionally_late,20,16,4,2.54,0.63,499
C01090,reliable,18,18,0,0.72,0.85,499
C01091,reliable,19,19,0,0.8,0.94,499
C01092,reliable,23,19,4,0.1,0.76,499
C01093,reliable,27,27,0,0.24,0.95,499
C01094,reliable,33,33,0,0.89,0.86,499
