payment_id,customer_id,amount,profile,subscription_months,successful_payments,failed_payments,avg_delay_days,reminder_success_rate,failure_reason,attempt_number,action,recovery_probability_true,recovered
P000067,C02754,499,churn_risk,11,1,5,6.43,0.27,payment_method_issue,1,RETRY,0.3184,0
P000067,C02754,499,churn_risk,11,1,5,6.43,0.27,payment_method_issue,1,REMINDER,0.4356,1
P000067,C02754,499,churn_risk,11,1,5,6.43,0.27,payment_method_issue,1,PAYMENT_LINK,0.6164,1
P000068,C09754,499,reliable,11,30,1,0.43,0.93,payment_method_issue,2,WAIT,0.5457,0
P000068,C09754,499,reliable,11,30,1,0.43,0.93,payment_method_issue,2,RETRY,0.444,1
P000068,C09754,499,reliable,11,30,1,0.43,0.93,payment_method_issue,2,REMINDER,0.9208,1
P000068,C09754,499,reliable,11,30,1,0.43,0.93,payment_method_issue,2,PAYMENT_LINK,0.95,1
P000069,C06232,499,reliable,33,32,0,0.9,0.79,bank_error,1,WAIT,0.7021,0
P000069,C06232,499,reliable,33,32,0,0.9,0.79,bank_error,1,RETRY,0.7958,0
P000069,C06232,499,reliable,33,32,0,0.9,0.79,bank_error,1,REMINDER,0.6848,1
P000069,C06232,499,reliable,33,32,0,0.9,0.79,bank_error,1,PAYMENT_LINK,0.6398,1
P000070,C02877,499,frequent_failure,13,4,5,3.24,0.46,bank_error,1,WAIT,0.6051,0
P000070,C02877,499,frequent_failure,13,4,5,3.24,0.46,bank_error,1,RETRY,0.7058,1
P000070,C02877,499,frequent_failure,13,4,5,3.24,0.46,bank_error,1,REMINDER,0.5132,1
P000070,C02877,499,frequent_failure,13,4,5,3.24,0.46,bank_error,1,PAYMENT_LINK,0.5845,1
P000071,C05324,499,churn_risk,8,1,9,12.02,0.18,payment_method_issue,3,WAIT,0.396,0
P000071,C05324,499,churn_risk,8,1,9,12.02,0.18,payment_method_issue,3,RETRY,0.1074,0
P000071,C05324,499,churn_risk,8,1,9,12.02,0.18,payment_method_issue,3,REMINDER,0.3507,0
P000071,C05324,499,churn_risk,8,1,9,12.02,0.18,payment_method_issue,3,PAYMENT_LINK,0.7206,1
P000072,C00800,499,occasionally_late,18,6,3,2.59,0.51,bank_error,3,WAIT,0.7054,1
P000072,C00800,499,occasionally_late,18,6,3,2.59,0.51,bank_error,3,RETRY,0.6629,0
P000072,C00800,499,occasionally_late,18,6,3,2.59,0.51,bank_error,3,REMINDER,0.5795,1
P000072,C00800,499,occasionally_late,18,6,3,2.59,0.51,bank_error,3,PAYMENT_LINK,0.5792,1
P000073,C03571,499,reliable,12,28,0,0.33,0.92,bank_error,2,WAIT,0.7099,0
P000073,C03571,499,reliable,12,28,0,0.33,0.92,bank_error,2,RETRY,0.7792,1
P000073,C03571,499,reliable,12,28,0,0.33,0.92,bank_error,2,REMINDER,0.801,1
P000073,C03571,499,reliable,12,28,0,0.33,0.92,bank_error,2,PAYMENT_LINK,0.6851,1
P000074,C02895,499,occasionally_late,15,11,4,2.83,0.61,bank_error,2,WAIT,0.6609,0
P000074,C02895,499,occasionally_late,15,11,4,2.83,0.61,bank_error,2,RETRY,0.7857,1
P000074,C02895,499,occasionally_late,15,11,4,2.83,0.61,bank_error,2,REMINDER,0.5539,0
P000074,C02895,499,occasionally_late,15,11,4,2.83,0.61,bank_error,2,PAYMENT_LINK,0.5599,0
P000075,C02928,499,reliable,21,33,0,0.85,0.8,bank_error,2,WAIT,0.722,1
P000075,C02928,499,reliable,21,33,0,0.85,0.8,bank_error,2,RETRY,0.8693,1
P000075,C02928,499,reliable,21,33,0,0.85,0.8,bank_error,2,REMINDER,0.7432,1
P000075,C02928,499,reliable,21,33,0,0.85,0.8,bank_error,2,PAYMENT_LINK,0.7726,1
P000076,C08179,499,reliable,8,24,1,0.01,0.81,payment_method_issue,2,WAIT,0.4652,0
P000076,C08179,499,reliable,8,24,1,0.01,0.81,payment_method_issue,2,RETRY,0.4077,1
P000076,C08179,499,reliable,8,24,1,0.01,0.81,payment_method_issue,2,REMINDER,0.8828,1
P000076,C08179,499,reliable,8,24,1,0.01,0.81,payment_method_issue,2,PAYMENT_LINK,0.8534,1
P000077,C00972,499,frequent_failure,13,7,3,4.67,0.26,insufficient_funds,2,WAIT,0.6704,1
P000077,C00972,499,frequent_failure,13,7,3,4.67,0.26,insufficient_funds,2,RETRY,0.2218,0
P000077,C00972,499,frequent_failure,13,7,3,4.67,0.26,insufficient_funds,2,REMINDER,0.4483,0
P000077,C00972,499,frequent_failure,13,7,3,4.67,0.26,insufficient_funds,2,PAYMENT_LINK,0.5392,1
P000078,C06688,499,churn_risk,11,1,5,8.72,0.23,authentication_failed,1,WAIT,0.248,0
P000078,C06688,499,churn_risk,11,1,5,8.72,0.23,authentication_failed,1,RETRY,0.0507,0
P000078,C06688,499,churn_risk,11,1,5,8.72,0.23,authentication_failed,1,REMINDER,0.4382,0
P000078,C06688,499,churn_risk,11,1,5,8.72,0.23,authentication_failed,1,PAYMENT_LINK,0.7437,1
P000079,C08576,499,reliable,15,13,0,0.79,0.75,payment_method_issue,1,WAIT,0.6026,1
P000079,C08576,499,reliable,15,13,0,0.79,0.75,payment_method_issue,1,RETRY,0.5205,0
P000079,C08576,499,reliable,15,13,0,0.79,0.75,payment_method_issue,1,REMINDER,0.7935,1
P000079,C08576,499,reliable,15,13,0,0.79,0.75,payment_method_issue,1,PAYMENT_LINK,0.95,1
P000080,C02021,499,reliable,34,8,2,0.76,1.0,authentication_failed,2,WAIT,0.5032,0
P000080,C02021,499,reliable,34,8,2,0.76,1.0,authentication_failed,2,RETRY,0.3031,1
P000080,C02021,499,reliable,34,8,2,0.76,1.0,authentication_failed,2,REMINDER,0.8666,1
P000080,C02021,499,reliable,34,8,2,0.76,1.0,authentication_failed,2,PAYMENT_LINK,0.95,1
P000081,C09055,499,churn_risk,10,5,5,12.87,0.23,bank_error,3,WAIT,0.4844,1
P000081,C09055,499,churn_risk,10,5,5,12.87,0.23,bank_error,3,RETRY,0.5672,1
P000081,C09055,499,churn_risk,10,5,5,12.87,0.23,bank_error,3,REMINDER,0.3551,1
P000081,C09055,499,churn_risk,10,5,5,12.87,0.23,bank_error,3,PAYMENT_LINK,0.5096,1
P000082,C00953,499,churn_risk,4,1,6,7.67,0.18,bank_error,3,WAIT,0.5107,1
P000082,C00953,499,churn_risk,4,1,6,7.67,0.18,bank_error,3,RETRY,0.4594,1
P000082,C00953,499,churn_risk,4,1,6,7.67,0.18,bank_error,3,REMINDER,0.3573,0
P000082,C00953,499,churn_risk,4,1,6,7.67,0.18,bank_error,3,PAYMENT_LINK,0.4608,0
P000083,C05360,499,frequent_failure,19,9,6,5.14,0.38,authentication_failed,2,WAIT,0.3472,0
P000083,C05360,499,frequent_failure,19,9,6,5.14,0.38,authentication_failed,2,RETRY,0.335,1
P000083,C05360,499,frequent_failure,19,9,6,5.14,0.38,authentication_failed,2,REMINDER,0.6579,1
P000083,C05360,499,frequent_failure,19,9,6,5.14,0.38,authentication_failed,2,PAYMENT_LINK,0.7923,1
P000084,C03858,499,occasionally_late,10,14,2,1.55,0.58,payment_method_issue,1,WAIT,0.5848,1
P000084,C03858,499,occasionally_late,10,14,2,1.55,0.58,payment_method_issue,1,RETRY,0.4195,1
P000084,C03858,499,occasionally_late,10,14,2,1.55,0.58,payment_method_issue,1,REMINDER,0.6891,1
P000084,C03858,499,occasionally_late,10,14,2,1.55,0.58,payment_method_issue,1,PAYMENT_LINK,0.8361,1
P000085,C05862,499,reliable,23,13,1,0.05,0.86,payment_method_issue,3,WAIT,0.4417,0
P000085,C05862,499,reliable,23,13,1,0.05,0.86,payment_method_issue,3,RETRY,0.2758,1
P000085,C05862,499,reliable,23,13,1,0.05,0.86,payment_method_issue,3,REMINDER,0.7817,0
P000085,C05862,499,reliable,23,13,1,0.05,0.86,payment_method_issue,3,PAYMENT_LINK,0.9111,1
P000086,C03146,499,occasionally_late,19,18,2,2.87,0.61,authentication_failed,3,WAIT,0.4572,1
P000086,C03146,499,occasionally_late,19,18,2,2.87,0.61,authentication_failed,3,RETRY,0.1531,0
P000086,C03146,499,occasionally_late,19,18,2,2.87,0.61,authentication_failed,3,REMINDER,0.7089,1
P000086,C03146,499,occasionally_late,19,18,2,2.87,0.61,authentication_failed,3,PAYMENT_LINK,0.95,1
P000087,C03306,499,occasionally_late,16,17,4,2.34,0.51,insufficient_funds,3,WAIT,0.6814,1
P000087,C03306,499,occasionally_late,16,17,4,2.34,0.51,insufficient_funds,3,RETRY,0.0955,0
P000087,C03306,499,occasionally_late,16,17,4,2.34,0.51,insufficient_funds,3,REMINDER,0.5891,1
P000087,C03306,499,occasionally_late,16,17,4,2.34,0.51,insufficient_funds,3,PAYMENT_LINK,0.6998,1
P000088,C03007,499,occasionally_late,5,15,4,1.62,0.69,authentication_failed,3,WAIT,0.4395,1
P000088,C03007,499,occasionally_late,5,15,4,1.62,0.69,authentication_failed,3,RETRY,0.1041,0
P000088,C03007,499,occasionally_late,5,15,4,1.62,0.69,authentication_failed,3,REMINDER,0.7335,1
P000088,C03007,499,occasionally_late,5,15,4,1.62,0.69,authentication_failed,3,PAYMENT_LINK,0.8029,1
P000089,C09002,499,occasionally_late,12,12,3,3.9,0.61,bank_error,1,WAIT,0.7238,1
P000089,C09002,499,occasionally_late,12,12,3,3.9,0.61,bank_error,1,RETRY,0.7642,0
P000089,C09002,499,occasionally_late,12,12,3,3.9,0.61,bank_error,1,REMINDER,0.5378,0
P000089,C09002,499,occasionally_late,12,12,3,3.9,0.61,bank_error,1,PAYMENT_LINK,0.5974,1
P000090,C07771,499,reliable,26,11,2,0.41,0.87,authentication_failed,1,WAIT,0.5346,1
P000090,C07771,499,reliable,26,11,2,0.41,0.87,authentication_failed,1,RETRY,0.3365,0
P000090,C07771,499,reliable,26,11,2,0.41,0.87,authentication_failed,1,REMINDER,0.9138,1
P000090,C07771,499,reliable,26,11,2,0.41,0.87,authentication_failed,1,PAYMENT_LINK,0.95,1
P000091,C07439,499,churn_risk,7,3,5,11.76,0.06,insufficient_funds,3,WAIT,0.5081,1
P000091,C07439,499,churn_risk,7,3,5,11.76,0.06,insufficient_funds,3,RETRY,0.05,0
P000091,C07439,499,churn_risk,7,3,5,11.76,0.06,insufficient_funds,3,REMINDER,0.3213,1
P000091,C07439,499,churn_risk,7,3,5,11.76,0.06,insufficient_funds,3,PAYMENT_LINK,0.4967,0
P000092,C07943,499,churn_risk,8,6,6,13.44,0.29,insufficient_funds,1,WAIT,0.4863,0
P000092,C07943,499,churn_risk,8,6,6,13.44,0.29,insufficient_funds,1,RETRY,0.1442,0
P000092,C07943,499,churn_risk,8,6,6,13.44,0.29,insufficient_funds,1,REMINDER,0.4625,0
P000092,C07943,499,churn_risk,8,6,6,13.44,0.29,insufficient_funds,1,PAYMENT_LINK,0.5037,0
P000093,C09239,499,reliable,26,28,0,0.99,0.75,bank_error,1,WAIT,0.7942,0
P000093,C09239,499,reliable,26,28,0,0.99,0.75,bank_error,1,RETRY,0.8602,0
P000093,C09239,499,reliable,26,28,0,0.99,0.75,bank_error,1,REMINDER,0.7416,1
P000093,C09239,499,reliable,26,28,0,0.99,0.75,bank_error,1,PAYMENT_LINK,0.6944,1
P000094,C01057,499,reliable,11,32,2,0.52,0.74,bank_error,2,WAIT,0.7122,1
P000094,C01057,499,reliable,11,32,2,0.52,0.74,bank_error,2,RETRY,0.8525,1
P000094,C01057,499,reliable,11,32,2,0.52,0.74,bank_error,2,REMINDER,0.7715,1
P000094,C01057,499,reliable,11,32,2,0.52,0.74,bank_error,2,PAYMENT_LINK,0.6759,1
P000095,C03155,499,reliable,13,10,0,0.03,0.94,payment_method_issue,2,WAIT,0.579,0
P000095,C03155,499,reliable,13,10,0,0.03,0.94,payment_method_issue,2,RETRY,0.437,0
P000095,C03155,499,reliable,13,10,0,0.03,0.94,payment_method_issue,2,REMINDER,0.8228,1
P000095,C03155,499,reliable,13,10,0,0.03,0.94,payment_method_issue,2,PAYMENT_LINK,0.8172,1
P000096,C03788,499,reliable,22,20,1,0.64,0.97,payment_method_issue,2,WAIT,0.5148,1
P000096,C03788,499,reliable,22,20,1,0.64,0.97,payment_method_issue,2,RETRY,0.4805,0
P000096,C03788,499,reliable,22,20,1,0.64,0.97,payment_method_issue,2,REMINDER,0.8337,0
P000096,C03788,499,reliable,22,20,1,0.64,0.97,payment_method_issue,2,PAYMENT_LINK,0.8537,1
P000097,C09190,499,reliable,13,16,0,0.11,0.79,insufficient_funds,2,WAIT,0.7786,1
P000097,C09190,499,reliable,13,16,0,0.11,0.79,insufficient_funds,2,RETRY,0.3992,1
P000097,C09190,499,reliable,13,16,0,0.11,0.79,insufficient_funds,2,REMINDER,0.7763,1
P000097,C09190,499,reliable,13,16,0,0.11,0.79,insufficient_funds,2,PAYMENT_LINK,0.6054,1
P000098,C07826,499,reliable,15,8,0,0.09,0.93,payment_method_issue,3,WAIT,0.54,1
P000098,C07826,499,reliable,15,8,0,0.09,0.93,payment_method_issue,3,RETRY,0.3093,0
P000098,C07826,499,reliable,15,8,0,0.09,0.93,payment_method_issue,3,REMINDER,0.8327,1
P000098,C07826,499,reliable,15,8,0,0.09,0.93,payment_method_issue,3,PAYMENT_LINK,0.8912,1
P000099,C07540,499,reliable,16,10,1,0.07,0.96,insufficient_funds,2,WAIT,0.7712,1
P000099,C07540,499,reliable,16,10,1,0.07,0.96,insufficient_funds,2,RETRY,0.3288,0
P000099,C07540,499,reliable,16,10,1,0.07,0.96,insufficient_funds,2,REMINDER,0.8254,1
P000099,C07540,499,reliable,16,10,1,0.07,0.96,insufficient_funds,2,PAYMENT_LINK,0.6487,0
P000100,C07232,499,reliable,21,30,0,0.04,0.98,insufficient_funds,2,WAIT,0.7233,1
P000100,C07232,499,reliable,21,30,0,0.04,0.98,insufficient_funds,2,RETRY,0.4454,1
P000100,C07232,499,reliable,21,30,0,0.04,0.98,insufficient_funds,2,REMINDER,0.7998,1
P000100,C07232,499,reliable,21,30,0,0.04,0.98,insufficient_funds,2,PAYMENT_LINK,0.6717,1
P000101,C00765,499,reliable,22,11,0,0.36,0.97,insufficient_funds,1,WAIT,0.6978,1
P000101,C00765,499,reliable,22,11,0,0.36,0.97,insufficient_funds,1,RETRY,0.3148,0
P000101,C00765,499,reliable,22,11,0,0.36,0.97,insufficient_funds,1,REMINDER,0.8303,1
P000101,C00765,499,reliable,22,11,0,0.36,0.97,insufficient_funds,1,PAYMENT_LINK,0.6835,1
P000102,C05020,499,reliable,6,17,2,0.56,0.81,bank_error,3,WAIT,0.5905,1
P000102,C05020,499,reliable,6,17,2,0.56,0.81,bank_error,3,RETRY,0.6993,1
P000102,C05020,499,reliable,6,17,2,0.56,0.81,bank_error,3,REMINDER,0.7235,1
P000102,C05020,499,reliable,6,17,2,0.56,0.81,bank_error,3,PAYMENT_LINK,0.6862,1
P000103,C04904,499,occasionally_late,12,11,3,3.14,0.5,payment_method_issue,1,WAIT,0.5217,0
P000103,C04904,499,occasionally_late,12,11,3,3.14,0.5,payment_method_issue,1,RETRY,0.4456,1
P000103,C04904,499,occasionally_late,12,11,3,3.14,0.5,payment_method_issue,1,REMINDER,0.579,1
P000103,C04904,499,occasionally_late,12,11,3,3.14,0.5,payment_method_issue,1,PAYMENT_LINK,0.7867,1
P000104,C08094,499,reliable,36,23,2,0.09,0.9,insufficient_funds,1,WAIT,0.7403,0
P000104,C08094,499,reliable,36,23,2,0.09,0.9,insufficient_funds,1,RETRY,0.3645,1
P000104,C08094,499,reliable,36,23,2,0.09,0.9,insufficient_funds,1,REMINDER,0.8138,1
P000104,C08094,499,reliable,36,23,2,0.09,0.9,insufficient_funds,1,PAYMENT_LINK,0.6112,1
P000105,C06844,499,occasionally_late,10,3,1,3.29,0.65,authentication_failed,1,WAIT,0.469,1
P000105,C06844,499,occasionally_late,10,3,1,3.29,0.65,authentication_failed,1,RETRY,0.3338,0
P000105,C06844,499,occasionally_late,10,3,1,3.29,0.65,authentication_failed,1,REMINDER,0.8296,1
P000105,C06844,499,occasionally_late,10,3,1,3.29,0.65,authentication_failed,1,PAYMENT_LINK,0.9383,1
P000106,C02166,499,occasionally_late,9,4,3,4.0,0.62,payment_method_issue,2,WAIT,0.4853,1
P000106,C02166,499,occasionally_late,9,4,3,4.0,0.62,payment_method_issue,2,RETRY,0.3983,1
P000106,C02166,499,occasionally_late,9,4,3,4.0,0.62,payment_method_issue,2,REMINDER,0.7366,1
P000106,C02166,499,occasionally_late,9,4,3,4.0,0.62,payment_method_issue,2,PAYMENT_LINK,0.7774,1
P000107,C01863,499,occasionally_late,17,7,4,2.01,0.55,authentication_failed,3,WAIT,0.4871,0
P000107,C01863,499,occasionally_late,17,7,4,2.01,0.55,authentication_failed,3,RETRY,0.1314,0
P000107,C01863,499,occasionally_late,17,7,4,2.01,0.55,authentication_failed,3,REMINDER,0.7036,1
P000107,C01863,499,occasionally_late,17,7,4,2.01,0.55,authentication_failed,3,PAYMENT_LINK,0.8731,1
P000108,C07851,499,occasionally_late,15,9,2,3.02,0.65,bank_error,2,WAIT,0.5553,0
P000108,C07851,499,occasionally_late,15,9,2,3.02,0.65,bank_error,2,RETRY,0.7746,1
P000108,C07851,499,occasionally_late,15,9,2,3.02,0.65,bank_error,2,REMINDER,0.6271,0
P000108,C07851,499,occasionally_late,15,9,2,3.02,0.65,bank_error,2,PAYMENT_LINK,0.6672,0
P000109,C09124,499,frequent_failure,3,5,5,5.61,0.15,bank_error,3,WAIT,0.5574,0
P000109,C09124,499,frequent_failure,3,5,5,5.61,0.15,bank_error,3,RETRY,0.6366,1
P000109,C09124,499,frequent_failure,3,5,5,5.61,0.15,bank_error,3,REMINDER,0.422,1
P000109,C09124,499,frequent_failure,3,5,5,5.61,0.15,bank_error,3,PAYMENT_LINK,0.5327,1
P000110,C02341,499,frequent_failure,13,8,4,3.5,0.27,payment_method_issue,1,WAIT,0.4777,1
P000110,C02341,499,frequent_failure,13,8,4,3.5,0.27,payment_method_issue,1,RETRY,0.2777,0
P000110,C02341,499,frequent_failure,13,8,4,3.5,0.27,payment_method_issue,1,REMINDER,0.4685,0
P000110,C02341,499,frequent_failure,13,8,4,3.5,0.27,payment_method_issue,1,PAYMENT_LINK,0.7276,1
P000111,C05528,499,reliable,28,21,2,0.01,0.82,payment_method_issue,3,WAIT,0.4783,0
P000111,C05528,499,reliable,28,21,2,0.01,0.82,payment_method_issue,3,RETRY,0.2834,0
P000111,C05528,499,reliable,28,21,2,0.01,0.82,payment_method_issue,3,REMINDER,0.7671,1
P000111,C05528,499,reliable,28,21,2,0.01,0.82,payment_method_issue,3,PAYMENT_LINK,0.9161,1
P000112,C06744,499,reliable,25,16,1,0.01,0.96,payment_method_issue,1,WAIT,0.6239,0
P000112,C06744,499,reliable,25,16,1,0.01,0.96,payment_method_issue,1,RETRY,0.4983,1
P000112,C06744,499,reliable,25,16,1,0.01,0.96,payment_method_issue,1,REMINDER,0.8717,1
P000112,C06744,499,reliable,25,16,1,0.01,0.96,payment_method_issue,1,PAYMENT_LINK,0.8465,1
P000113,C04004,499,reliable,13,34,1,0.92,0.79,payment_method_issue,2,WAIT,0.4629,0
P000113,C04004,499,reliable,13,34,1,0.92,0.79,payment_method_issue,2,RETRY,0.4262,1
P000113,C04004,499,reliable,13,34,1,0.92,0.79,payment_method_issue,2,REMINDER,0.7438,0
P000113,C04004,499,reliable,13,34,1,0.92,0.79,payment_method_issue,2,PAYMENT_LINK,0.9045,1
P000114,C01124,499,reliable,32,21,0,0.01,0.74,payment_method_issue,1,WAIT,0.4759,1
P000114,C01124,499,reliable,32,21,0,0.01,0.74,payment_method_issue,1,RETRY,0.5105,1
P000114,C01124,499,reliable,32,21,0,0.01,0.74,payment_method_issue,1,REMINDER,0.8009,1
P000114,C01124,499,reliable,32,21,0,0.01,0.74,payment_method_issue,1,PAYMENT_LINK,0.9162,0
P000115,C08710,499,churn_risk,2,2,6,5.35,0.18,bank_error,2,WAIT,0.6023,0
P000115,C08710,499,churn_risk,2,2,6,5.35,0.18,bank_error,2,RETRY,0.6957,1
P000115,C08710,499,churn_risk,2,2,6,5.35,0.18,bank_error,2,REMINDER,0.2763,0
P000115,C08710,499,churn_risk,2,2,6,5.35,0.18,bank_error,2,PAYMENT_LINK,0.4772,1
P000116,C04050,499,frequent_failure,6,5,7,5.64,0.37,bank_error,2,WAIT,0.5121,1
P000116,C04050,499,frequent_failure,6,5,7,5.64,0.37,bank_error,2,RETRY,0.6573,1
P000116,C04050,499,frequent_failure,6,5,7,5.64,0.37,bank_error,2,REMINDER,0.4418,0
P000116,C04050,499,frequent_failure,6,5,7,5.64,0.37,bank_error,2,PAYMENT_LINK,0.6053,0
P000117,C07641,499,occasionally_late,5,14,1,1.11,0.62,authentication_failed,2,WAIT,0.4428,0
P000117,C07641,499,occasionally_late,5,14,1,1.11,0.62,authentication_failed,2,RETRY,0.2174,0
P000117,C07641,499,occasionally_late,5,14,1,1.11,0.62,authentication_failed,2,REMINDER,0.7661,1
P000117,C07641,499,occasionally_late,5,14,1,1.11,0.62,authentication_failed,2,PAYMENT_LINK,0.9201,1
P000118,C00766,499,occasionally_late,17,17,4,3.43,0.74,insufficient_funds,1,WAIT,0.6999,1
P000118,C00766,499,occasionally_late,17,17,4,3.43,0.74,insufficient_funds,1,RETRY,0.2856,1
P000118,C00766,499,occasionally_late,17,17,4,3.43,0.74,insufficient_funds,1,REMINDER,0.7268,0
P000118,C00766,499,occasionally_late,17,17,4,3.43,0.74,insufficient_funds,1,PAYMENT_LINK,0.5464,1
P000119,C02345,499,occasionally_late,12,16,1,1.13,0.56,insufficient_funds,2,WAIT,0.6658,1
P000119,C02345,499,occasionally_late,12,16,1,1.13,0.56,insufficient_funds,2,RETRY,0.3482,0
P000119,C02345,499,occasionally_late,12,16,1,1.13,0.56,insufficient_funds,2,REMINDER,0.6264,1
P000119,C02345,499,occasionally_late,12,16,1,1.13,0.56,insufficient_funds,2,PAYMENT_LINK,0.5688,1
P000120,C04072,499,reliable,15,27,2,0.78,0.88,payment_method_issue,3,WAIT,0.4229,0
P000120,C04072,499,reliable,15,27,2,0.78,0.88,payment_method_issue,3,RETRY,0.2764,0
P000120,C04072,499,reliable,15,27,2,0.78,0.88,payment_method_issue,3,REMINDER,0.8229,1
P000120,C04072,499,reliable,15,27,2,0.78,0.88,payment_method_issue,3,PAYMENT_LINK,0.7978,1
P000121,C07217,499,occasionally_late,4,19,1,2.54,0.79,payment_method_issue,3,WAIT,0.5009,1
P000121,C07217,499,occasionally_late,4,19,1,2.54,0.79,payment_method_issue,3,RETRY,0.31,1
P000121,C07217,499,occasionally_late,4,19,1,2.54,0.79,payment_method_issue,3,REMINDER,0.77,1
P000121,C07217,499,occasionally_late,4,19,1,2.54,0.79,payment_method_issue,3,PAYMENT_LINK,0.8037,1
P000122,C04217,499,frequent_failure,14,8,5,6.46,0.24,authentication_failed,3,WAIT,0.3238,0
P000122,C04217,499,frequent_failure,14,8,5,6.46,0.24,authentication_failed,3,RETRY,0.05,0
P000122,C04217,499,frequent_failure,14,8,5,6.46,0.24,authentication_failed,3,REMINDER,0.4913,0
P000122,C04217,499,frequent_failure,14,8,5,6.46,0.24,authentication_failed,3,PAYMENT_LINK,0.7607,1
P000123,C07953,499,reliable,23,29,0,0.76,0.99,authentication_failed,3,WAIT,0.493,1
P000123,C07953,499,reliable,23,29,0,0.76,0.99,authentication_failed,3,RETRY,0.2217,0
P000123,C07953,499,reliable,23,29,0,0.76,0.99,authentication_failed,3,REMINDER,0.8628,0
P000123,C07953,499,reliable,23,29,0,0.76,0.99,authentication_failed,3,PAYMENT_LINK,0.9005,1
P000124,C05971,499,frequent_failure,11,10,4,5.43,0.48,authentication_failed,2,WAIT,0.3479,1
P000124,C05971,499,frequent_failure,11,10,4,5.43,0.48,authentication_failed,2,RETRY,0.1589,0
P000124,C05971,499,frequent_failure,11,10,4,5.43,0.48,authentication_failed,2,REMINDER,0.667,1
P000124,C05971,499,frequent_failure,11,10,4,5.43,0.48,authentication_failed,2,PAYMENT_LINK,0.8046,1
P000125,C03351,499,occasionally_late,14,11,4,1.07,0.71,insufficient_funds,3,WAIT,0.7143,1
P000125,C03351,499,occasionally_late,14,11,4,1.07,0.71,insufficient_funds,3,RETRY,0.1883,0
P000125,C03351,499,occasionally_late,14,11,4,1.07,0.71,insufficient_funds,3,REMINDER,0.6545,0
P000125,C03351,499,occasionally_late,14,11,4,1.07,0.71,insufficient_funds,3,PAYMENT_LINK,0.5699,1
P000126,C04696,499,occasionally_late,5,5,2,1.55,0.62,bank_error,1,WAIT,0.5801,1
P000126,C04696,499,occasionally_late,5,5,2,1.55,0.62,bank_error,1,RETRY,0.7732,1
P000126,C04696,499,occasionally_late,5,5,2,1.55,0.62,bank_error,1,REMINDER,0.5742,0
P000126,C04696,499,occasionally_late,5,5,2,1.55,0.62,bank_error,1,PAYMENT_LINK,0.6628,1
P000127,C03400,499,churn_risk,8,2,8,8.56,0.22,insufficient_funds,3,WAIT,0.5476,0
P000127,C03400,499,churn_risk,8,2,8,8.56,0.22,insufficient_funds,3,RETRY,0.05,0
P000127,C03400,499,churn_risk,8,2,8,8.56,0.22,insufficient_funds,3,REMINDER,0.3818,0
P000127,C03400,499,churn_risk,8,2,8,8.56,0.22,insufficient_funds,3,PAYMENT_LINK,0.4216,0
P000128,C04082,499,frequent_failure,4,4,3,3.78,0.4,payment_method_issue,3,WAIT,0.4431,1
P000128,C04082,499,frequent_failure,4,4,3,3.78,0.4,payment_method_issue,3,RETRY,0.1391,0
P000128,C04082,499,frequent_failure,4,4,3,3.78,0.4,payment_method_issue,3,REMINDER,0.5252,0
P000128,C04082,499,frequent_failure,4,4,3,3.78,0.4,payment_method_issue,3,PAYMENT_LINK,0.8085,1
P000129,C09150,499,reliable,24,7,1,0.71,0.97,authentication_failed,1,WAIT,0.5393,1
P000129,C09150,499,reliable,24,7,1,0.71,0.97,authentication_failed,1,RETRY,0.3334,0
P000129,C09150,499,reliable,24,7,1,0.71,0.97,authentication_failed,1,REMINDER,0.9079,1
P000129,C09150,499,reliable,24,7,1,0.71,0.97,authentication_failed,1,PAYMENT_LINK,0.8655,1
P000130,C01225,499,frequent_failure,16,10,4,5.14,0.22,bank_error,1,WAIT,0.5642,0
P000130,C01225,499,frequent_failure,16,10,4,5.14,0.22,bank_error,1,RETRY,0.7245,1
P000130,C01225,499,frequent_failure,16,10,4,5.14,0.22,bank_error,1,REMINDER,0.4459,0
P000130,C01225,499,frequent_failure,16,10,4,5.14,0.22,bank_error,1,PAYMENT_LINK,0.5213,0
